,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area,cityCenters_nearest,days_exposition
633,7250000,61.0,2,3.3,6,35.0,4,8.0,15061.0,24
634,4300000,46.0,2,2.65,5,30.0,3,6.0,13092.0,356
635,25990000,133.9,4,3.6,3,74.99,3,19.2,2391.0,95
636,5300000,57.0,2,2.5,9,29.9,5,8.0,16136.0,28
639,4950000,37.0,1,2.7,9,17.0,2,12.0,13255.0,65
640,3900000,39.0,1,2.5,9,17.0,9,6.0,16081.0,17
642,8400000,72.0,2,2.7,24,37.4,20,14.0,14693.0,13
643,33300000,109.3,2,3.1,6,57.9661996987255,5,28.6,5951.0,33
644,3019260,34.0,1,2.75,23,15.5,22,9.7,17121.0,527
645,4775000,39.6,1,2.7,17,20.0,17,9.6,13142.0,12
647,5250000,59.0,3,3.4,4,36.0,2,8.4,6877.0,95
648,17500000,183.7,11,3.4,7,138.8,7,13.3,3148.0,95
649,7210000,61.5,3,2.92,5,43.2,4,5.7,3982.0,89
652,25500000,113.0,2,3.0,4,67.0,2,22.0,4655.0,337
653,27250000,169.0,5,2.7,12,89.0,9,22.0,3953.0,594
655,10000000,68.9,3,2.5,9,40.4,4,8.1,12170.0,31
656,18500000,131.0,3,2.8,20,64.0,19,50.0,8672.0,53
657,3600000,36.3,1,2.7,12,21.5,6,7.5,15944.0,381
658,11200000,131.5,4,3.11,5,88.2,2,10.4,4235.0,1174
659,6800000,81.1,4,2.7,16,45.1,9,15.1,15766.0,60
660,49950000,483.9,7,3.2,6,312.5,4,26.4,945.0,391
661,7200000,69.75,3,3.4,4,43.3,4,9.4,3027.0,307
662,4500000,56.0,3,2.5,5,40.0,1,5.5,12531.0,54
663,4600000,48.78,2,2.7,25,27.0,14,8.98,16002.0,410
664,5100000,50.0,2,2.5,9,32.0,4,8.0,16174.0,84
665,3720000,34.09,1,2.64,18,15.9,13,10.59,16576.0,115
667,22642800,149.6,4,2.7,12,74.16,4,17.9,10387.0,119
668,5900000,42.0,1,2.7,17,18.0,12,10.7,12525.0,106
669,3950000,56.6,3,2.7,9,39.3,9,6.3,15046.0,365
673,4789500,46.5,1,3.0,3,24.66082603834159,1,11.27,20802.0,34
674,50000000,131.1,4,3.0,12,80.8,6,19.0,6555.0,95
675,5799000,64.0,3,2.7,9,40.0,7,9.6,14914.0,4
676,4400000,34.6,1,2.58,17,15.9,11,10.8,12293.0,95
678,6000000,69.0,3,2.7,12,41.9,5,10.0,11950.0,145
680,7200000,43.0,1,2.7,8,9.0,2,23.0,5232.0,296
681,24900000,249.0,7,2.7,5,180.0,4,69.0,6108.0,781
682,4799000,51.0,2,2.7,5,31.0,1,7.0,9794.0,60
684,9200000,82.93,2,2.7,12,41.92,6,16.74,10720.0,1141
687,5500000,45.0,2,2.7,9,27.0,8,6.0,7480.0,179
688,16010211,116.8,3,2.7,12,76.4,12,11.4,4837.0,667
690,22900000,111.0,3,2.7,12,80.0,12,15.0,8084.0,63
691,5400000,40.0,1,2.5,17,18.0,14,12.0,12928.0,95
692,4650000,42.0,1,2.8,16,18.0,14,13.0,15456.0,166
695,14900000,120.0,3,2.8,24,66.0,12,15.0,16802.0,95
696,3364930,34.69,1,2.64,25,11.259999999999998,25,23.43,12153.0,574
698,5930000,47.1,1,2.5,22,12.08,13,15.2,13486.0,97
699,3200000,32.42,1,2.7,25,15.0,1,10.0,17285.0,42
700,14850000,116.0,4,2.7,6,69.0,2,20.0,7316.0,512
701,3640000,35.6,1,2.7,21,14.3,16,9.5,16527.0,839
702,4750000,39.5,1,2.7,16,20.948443623967588,2,18.551556376032412,9241.0,60
704,10600000,141.0,4,2.9,5,107.0,3,20.0,4184.0,240
705,5000000,46.04,2,2.5,9,28.09,6,8.07,11240.0,95
706,8680000,63.0,2,2.7,20,32.0,2,13.0,9385.0,57
709,8971000,85.0,3,2.7,9,45.078929317398604,4,39.921070682601396,5436.0,60
713,5199000,33.9,1,2.75,14,14.4,8,9.3,8370.0,477
714,6204472,50.5,1,2.7,11,18.62,2,13.39,4282.0,818
717,4600000,46.2,2,2.8,9,29.0,4,7.2,16655.0,308
721,12750000,61.0,2,2.7,16,33.0,4,12.0,11132.0,150
722,4290000,44.0,2,2.5,5,28.0,3,6.0,11413.0,524
723,5850000,81.0,2,2.65,5,30.0,5,36.6,6119.0,176
726,3800000,44.0,2,2.6,5,27.0,1,7.0,16538.0,89
730,7260000,59.6,2,2.7,10,33.4,7,10.84,10251.0,21
732,3950000,29.8,1,2.5,9,15.0,5,8.3,12925.0,31
733,18700000,109.7,3,2.75,21,57.2,13,15.3,13355.0,112
734,17390000,113.0,4,2.7,18,67.0,10,19.0,7963.0,94
735,4500000,45.0,2,2.58,9,27.5,8,7.0,11357.0,30
736,10690000,86.9,2,2.7,6,50.5,4,12.5,5741.0,446
738,4480000,53.0,3,2.5,15,34.4,10,6.2,16602.0,185
739,3200000,28.2,1,2.75,18,18.2,12,5.0,17628.0,395
744,5500000,42.6,1,2.9,10,19.1,9,12.0,16722.0,755
747,3800000,31.0,1,2.6,9,19.0,7,7.0,10450.0,603
748,14350000,74.0,2,3.13,5,30.0,3,25.0,27313.0,128
749,4150000,30.8,1,2.6,17,15.4,3,8.7,14132.0,1336
750,29500000,188.8,7,2.7,2,119.3,1,10.2,814.0,246
751,7000000,86.0,4,3.13,5,59.0,5,12.0,2293.0,132
752,13179000,80.1,2,2.7,22,38.5,21,12.0,14693.0,351
754,8400000,85.0,3,2.7,12,48.5,5,9.5,9361.0,4
755,4600000,57.3,3,2.7,5,41.3,2,6.1,8686.0,70
757,4900000,41.3,2,2.7,2,30.3,1,5.0,15542.0,84
758,9900000,89.0,2,2.5,16,60.0,11,14.5,13445.0,113
759,4350000,38.0,1,2.7,6,23.0,5,10.0,4465.0,37
760,4100000,46.0,2,2.8,9,27.0,8,6.0,16892.0,37
761,3800000,31.0,1,2.5,7,18.0,5,6.0,14501.0,55
762,11500000,97.8,3,2.8,16,52.2,5,23.9,11777.0,95
763,5055000,33.0,1,2.7,13,15.0,9,11.0,8370.0,1181
765,6900000,80.0,3,2.7,12,48.0,10,15.0,11551.0,35
766,5500000,42.0,1,2.6,10,15.0,7,9.0,11639.0,115
767,8500000,87.4,2,2.7,3,38.7,1,19.7,10676.0,32
769,5600000,50.0,2,2.7,19,28.0,18,10.0,14150.0,124
771,5670000,45.0,1,2.75,22,23.0,20,11.0,13495.0,64
772,6050000,51.0,1,2.7,16,23.0,6,10.2,14739.0,60
775,5500000,57.3,2,2.7,25,32.7,4,12.0,13322.0,93
778,5540000,60.8,3,2.5,5,42.2,3,7.0,16538.0,95
779,5100000,40.4,1,3.2,5,11.0,5,19.9,4944.0,17
783,5480000,55.0,2,2.65,12,32.0,12,11.0,15765.0,249
784,3200000,33.8,1,2.5,9,17.9,5,7.6,15801.0,177
785,3750000,38.9,1,2.7,16,20.0,15,10.0,12322.0,10
786,18010000,137.0,3,3.1,19,72.65662725274834,17,22.1,4837.0,95
788,10000000,75.0,4,2.6,16,51.0,5,8.0,11971.0,95
789,3650000,46.0,2,2.7,5,31.0,5,6.0,13797.0,58
790,10900000,85.0,2,2.7,5,57.5,3,17.0,4346.0,95
791,7200000,63.3,2,2.7,25,33.57054383283919,3,29.729456167160805,17646.0,60
793,135000000,310.0,4,3.3,5,250.0,2,50.0,7251.0,342
794,5500000,52.0,2,2.65,12,29.7,4,8.1,12582.0,476
796,3800000,36.0,1,2.7,17,16.5,6,10.0,13073.0,345
797,7500800,105.2,3,3.8,5,62.6,2,19.2,4924.0,79
799,4390000,31.82,1,2.7,19,15.1,10,10.35,16563.0,14
800,5599000,55.5,2,3.15,4,36.7,4,12.0,2404.0,30
801,6850000,57.0,3,2.7,12,37.4,9,7.1,8126.0,33
803,6000000,58.2,2,2.5,10,32.9,6,9.3,17499.0,71
805,5000000,34.5,1,2.8,16,16.7,13,8.4,11577.0,45
806,7520000,68.2,2,2.7,28,35.7,5,10.7,16685.0,95
807,18777000,181.5,6,3.6,6,125.1,4,16.9,4639.0,204
808,3200000,44.62,2,2.5,5,31.3,1,5.49,17233.0,312
810,6300000,47.0,1,2.7,3,23.0,1,12.0,6402.0,89
812,4200000,53.7,3,2.7,5,36.5,3,5.1,9416.0,68
813,16500000,229.0,8,2.7,6,160.0,5,25.0,4536.0,806
814,7600000,111.0,3,3.0,16,63.0,12,14.0,28109.0,66
815,5230000,62.3,2,2.7,25,33.04020348792862,6,29.259796512071375,16453.0,59
817,19800000,99.2,3,3.15,16,40.5,15,31.2,5961.0,102
818,4600000,48.4,2,2.7,16,25.6,7,7.4,14989.0,73
819,8250000,82.0,3,2.7,25,40.0,3,10.0,10337.0,24
820,5150000,59.4,3,2.6,9,44.0,7,6.8,12847.0,25
821,7250000,47.4,1,3.0,4,26.0,4,13.0,13769.0,116
824,46950000,165.0,5,3.0,3,87.0,3,25.0,5720.0,35
827,9300000,94.0,3,2.7,25,50.0,12,16.0,13056.0,17
828,6700000,64.0,2,2.7,10,35.0,7,12.0,15677.0,115
829,4200000,43.48,1,2.7,9,15.78,2,8.29,9766.0,14
830,8500000,96.0,3,2.7,12,51.0,9,15.0,13021.0,349
832,4800000,60.0,3,2.6,9,42.8,3,6.7,15945.0,135
834,6300000,62.5,2,2.7,17,31.7,12,17.0,16453.0,12
836,13500000,78.7,3,3.55,6,59.6,3,8.0,2254.0,143
838,3800000,36.5,1,2.7,25,17.1,22,9.6,12158.0,191
840,3900000,45.5,2,2.6,9,28.0,4,6.8,13282.0,52
841,6195000,56.0,2,2.7,14,34.0,10,8.3,10304.0,919
842,13400000,92.7,2,2.7,12,49.162549973210005,6,43.53745002679,6469.0,84
843,3900000,36.0,1,2.7,25,16.0,6,10.0,13235.0,165
844,4500000,39.2,1,2.7,25,18.7,15,11.3,14030.0,48
845,6900000,69.0,2,2.7,25,34.0,9,10.0,11990.0,403
847,4890000,57.5,3,2.7,9,39.0,6,6.5,16381.0,216
849,5050000,51.2,2,2.7,12,31.0,1,8.0,17046.0,172
850,5500000,83.0,3,2.75,5,49.9,3,11.0,19318.0,438
851,3550000,31.6,1,2.9,17,16.0,9,8.0,14853.0,154
852,5900000,42.0,1,2.8,16,19.0,15,12.0,13445.0,95
853,6660000,51.0,1,2.5,14,24.0,6,9.0,11791.0,99
854,3200000,31.0,1,2.7,5,16.440550692227728,2,14.559449307772272,12655.0,45
855,15000000,134.0,7,2.7,4,88.0,3,12.0,3936.0,150
857,8260000,91.0,4,3.3,4,66.5,2,8.0,4338.0,206
858,6750000,67.2,3,2.55,10,43.2,8,7.8,9718.0,226
859,7700000,54.5,2,2.7,9,29.8,5,9.0,14112.0,47
862,4500000,40.0,1,2.65,17,20.0,9,8.4,14906.0,187
865,13000000,132.0,4,3.2,4,88.0,3,13.0,11850.0,143
866,25000000,363.0,14,3.16,5,222.0,4,16.6,7950.0,418
867,6400000,41.4,1,2.7,13,17.6,11,11.5,5159.0,1064
868,5499000,46.6,1,2.7,19,16.4,15,10.9,13255.0,66
869,10335000,170.0,5,3.0,16,81.0,11,89.0,15247.0,35
870,5890000,65.0,3,2.65,16,39.5,1,10.75,6608.0,222
871,7777777,75.0,2,2.7,35,40.5,23,11.7,20444.0,169
872,8200000,64.0,2,2.7,2,39.0,2,10.0,2309.0,160
874,4900000,33.0,2,3.1,4,17.501231382048868,2,15.498768617951132,2446.0,60
875,3000000,30.0,1,2.5,9,16.3,3,7.1,18561.0,63
876,10120000,87.0,3,2.7,25,46.139610007219744,2,40.860389992780256,14396.0,1164
877,4700000,61.0,3,2.7,9,43.0,6,18.0,16240.0,13
878,19800000,139.8,4,3.4,3,93.5,3,18.8,4579.0,637
880,4000000,56.0,3,2.5,3,29.69905931499202,2,6.7,17322.0,57
881,5850000,46.5,2,3.0,5,25.0,1,7.6,10866.0,95
882,3650000,39.4,1,2.55,9,17.1,1,8.1,14703.0,291
884,3450000,35.0,1,2.7,9,18.0,8,8.0,15852.0,45
886,3970000,39.7,1,2.7,19,14.8,1,14.3,8665.0,24
887,9200000,99.5,4,3.0,4,70.1,3,11.3,4937.0,67
888,4500000,36.4,1,2.7,7,15.6,1,8.4,12362.0,8
889,4900000,38.0,1,2.7,19,19.0,7,11.0,14386.0,5
890,17000000,149.2,5,3.0,6,104.2,1,17.8,1852.0,354
892,5050000,35.0,1,2.6,18,15.2,18,9.3,10163.0,283
893,4870000,38.5,1,2.7,17,17.2,8,10.6,12441.0,102
894,5450000,62.3,3,2.5,9,42.1,9,8.2,19103.0,419
895,2650000,28.0,1,2.55,5,11.7,3,8.5,17171.0,705
896,3700000,50.3,2,2.5,9,31.0,5,6.1,10597.0,423
897,5720000,60.0,3,2.8,9,42.5,5,7.2,13373.0,22
898,3900000,47.0,1,2.7,23,16.0,2,13.0,17634.0,327
900,5900000,68.7,3,2.6,6,40.4,1,8.2,15402.0,259
901,6985230,42.1,1,2.7,8,15.0,7,14.0,5332.0,199
903,5600000,57.0,3,2.7,5,30.229399659902594,3,26.770600340097406,13525.0,179
905,9900000,77.0,2,2.8,9,53.4,5,15.3,8774.0,23
906,2600000,27.0,1,2.75,23,18.0,18,2.0,17459.0,10
907,19500000,211.4,6,2.7,7,140.0,4,15.2,2279.0,125
908,4500000,37.0,1,2.7,23,19.622592761691156,12,10.0,13149.0,133
910,4630000,44.4,2,2.7,9,26.51,9,6.77,6839.0,338
911,7990000,60.0,2,3.0,16,31.0,10,12.0,12548.0,97
912,3700000,42.0,1,2.55,10,19.0,1,11.0,15092.0,579
913,6400000,52.0,2,2.5,12,32.0,3,8.0,12112.0,95
914,4550000,33.0,1,2.7,22,16.0,10,10.0,9575.0,81
916,8183000,70.0,2,3.12,3,40.0,3,30.0,21729.0,179
922,6800000,78.0,3,2.7,12,46.7,4,15.0,14147.0,35
924,4100000,39.0,1,2.57,18,14.0,8,11.0,16242.0,151
927,9900000,86.6,4,2.55,12,55.0,3,10.4,13332.0,86
929,6500000,67.0,3,2.7,5,48.0,4,9.0,5573.0,145
932,5560000,51.7,2,2.7,12,29.5,11,8.2,11140.0,48
935,4150000,65.1,2,2.7,18,32.0,1,33.099999999999994,21671.0,375
936,26000000,147.7,4,3.1,19,68.0,19,11.7,4379.0,46
937,7100000,68.0,3,2.5,10,43.1,7,8.2,13650.0,41
938,3600000,40.7,1,2.7,22,13.3,17,11.5,13486.0,9
940,5500000,43.0,1,2.7,25,21.5,17,9.6,9781.0,142
943,5500000,66.0,2,2.7,25,36.0,3,10.0,11905.0,30
944,6834000,58.0,2,2.7,25,32.0,7,10.0,12179.0,98
945,8500000,63.2,2,2.6,16,38.0,6,11.06,18203.0,95
949,3295000,35.0,1,2.53,12,17.0,3,7.0,10565.0,78
951,5700000,54.0,3,2.55,9,28.638378625170876,8,25.361621374829124,11829.0,146
954,4190000,37.5,1,2.7,23,16.0,14,11.0,10731.0,221
955,11100000,95.0,3,2.7,10,53.0,6,13.0,4087.0,90
956,5500000,44.0,1,2.7,19,19.3,6,12.4,12689.0,41
957,22950000,138.0,4,3.5,5,73.1869675976589,2,64.8130324023411,4281.0,95
958,6500000,72.0,3,2.6,12,48.0,1,7.2,12658.0,95
959,3490000,35.0,1,2.7,25,18.56191207187001,22,16.43808792812999,11618.0,39
960,3940000,46.0,2,2.55,5,30.8,4,6.5,14660.0,72
961,9150000,80.0,2,2.8,27,39.0,22,12.6,16802.0,95
962,3200000,33.54,1,2.7,9,17.65,3,7.71,16790.0,9
963,8625000,53.1,2,2.73,10,29.7,3,9.3,17623.0,88
965,4450000,42.0,1,2.7,16,17.0,1,12.7,11695.0,74
966,5900000,39.0,1,2.7,11,16.5,2,11.3,4087.0,635
968,4850000,56.0,3,2.5,9,39.0,6,6.0,11205.0,127
969,5350000,41.2,2,2.8,6,27.3,1,7.5,3062.0,154
971,7700000,64.9,2,3.4,7,43.4,4,10.9,4931.0,106
973,4500000,34.0,1,2.65,17,16.0,11,9.0,11969.0,47
974,25897000,149.0,4,2.74,7,79.02071139167519,6,69.97928860832481,9734.0,90
975,19999000,78.6,3,2.96,6,50.2,4,10.0,3468.0,180
976,6400000,62.0,3,2.5,12,40.0,3,9.5,13188.0,65
977,15700000,141.0,3,2.8,16,88.0,7,20.0,12843.0,95
978,9300000,65.0,2,2.7,9,20.0,6,27.0,6346.0,217
984,4000000,35.0,1,2.7,25,15.8,15,8.0,11831.0,177
985,6100000,70.7,2,2.64,17,41.3,9,10.6,11972.0,84
987,7100000,65.5,4,2.46,5,51.0,4,9.4,5110.0,82
988,5100000,49.7,1,2.7,9,21.65,8,14.7,12944.0,139
990,6100000,37.0,1,2.5,22,19.0,21,8.2,6731.0,35
991,3700000,46.0,2,2.5,5,28.0,5,7.0,18667.0,118
992,22000000,122.0,4,2.75,16,72.1,7,14.0,9782.0,396
993,4550000,60.0,3,2.5,9,39.0,1,7.0,15726.0,119
994,11500000,71.41,2,2.73,20,40.32,10,11.35,10581.0,260
995,10150000,105.0,4,2.7,5,75.0,2,10.0,8955.0,58
999,3500000,35.0,1,2.7,17,16.0,10,11.0,16018.0,189
1000,3250000,41.9,1,2.6,18,18.8,16,10.4,14479.0,91
1002,3500000,41.7,2,2.7,5,27.0,1,6.5,15092.0,10
1003,9000000,85.0,3,3.8,5,52.0,4,6.0,5200.0,219
1006,7200000,79.0,3,3.0,5,53.0,5,8.0,7574.0,60
1007,6000000,62.6,2,2.65,23,31.0,20,11.0,10820.0,186
1010,6200000,60.0,2,2.5,14,34.9,12,7.4,13445.0,58
1012,4700000,42.0,2,2.7,9,25.0,5,7.0,13002.0,74
1013,9000000,107.0,4,2.7,18,50.0,9,12.0,14782.0,191
1014,4300000,43.0,1,2.5,25,18.0,2,11.0,13242.0,21
1015,4350000,37.0,1,2.5,17,16.0,5,11.0,12409.0,95
1017,10500000,96.0,2,2.6,3,51.0,3,20.0,2318.0,90
1018,12500000,82.6,4,2.7,4,60.0,3,12.0,13839.0,25
1019,7200000,65.0,2,2.7,10,35.0,1,10.0,10934.0,77
1020,5990000,70.0,3,2.7,9,42.1,1,12.5,16376.0,115
1021,7700000,60.0,2,2.7,24,33.0,15,12.0,13322.0,14
1022,12585022,90.3,3,2.7,9,53.4,7,11.6,5294.0,740
1023,7000000,60.0,2,2.7,16,30.1,12,12.0,18721.0,132
1024,5190000,62.54,2,2.7,23,29.55,22,13.31,24049.0,225
1025,3600000,35.3,1,2.7,24,14.5,20,9.4,14153.0,63
1026,155000000,310.0,5,5.3,3,190.0,3,63.0,4785.0,95
1027,3450000,41.4,2,2.7,3,27.5,1,5.2,14992.0,194
1029,5790000,60.5,2,2.75,25,35.0,6,25.5,13222.0,498
1030,7985250,57.5,2,2.65,25,30.49456983235788,2,11.24,13235.0,60
1032,3400000,29.0,1,2.54,9,15.5,6,6.6,13745.0,29
1033,5000000,47.7,2,2.5,9,31.2,8,8.3,10886.0,18
1034,3400000,29.0,1,2.5,9,14.4,2,7.8,9722.0,350
1037,5900000,44.0,2,2.5,9,23.33497517606516,6,20.66502482393484,15759.0,58
1038,7300000,53.0,1,2.8,24,18.0,12,12.0,15486.0,95
1040,3850000,46.0,2,2.7,5,28.0,1,6.5,12885.0,217
1042,3300000,34.0,1,2.7,25,15.0,15,8.0,16266.0,29
1043,9250000,96.0,3,3.8,4,68.0,3,11.0,2169.0,480
1044,4850000,55.0,2,3.4,3,29.16871897008145,1,25.83128102991855,17041.0,60
1045,2590000,31.7,1,2.7,4,17.5,4,5.1,17134.0,10
1048,4990000,40.0,2,2.7,3,25.0,3,6.6,4087.0,149
1049,5300000,54.0,2,2.7,12,35.0,5,9.0,11627.0,59
1050,6190000,64.5,3,2.57,14,41.5,5,7.5,12831.0,95
1052,5390000,64.9,1,2.74,16,19.4,1,20.6,15702.0,514
1055,11472552,88.4,3,3.1,16,52.5,3,11.78,8434.0,54
1056,4650000,54.7,3,2.5,5,41.0,2,5.4,10473.0,76
1057,6500000,73.0,3,3.0,25,39.0,23,10.0,15658.0,106
1059,8380000,53.3,2,2.7,25,27.2,18,9.3,11966.0,419
1060,5200000,50.0,2,2.7,35,29.5,15,20.5,20444.0,281
1061,5300000,45.7,2,2.57,10,28.6,4,9.9,13436.0,23
1062,6240000,70.0,3,2.8,25,48.0,5,10.0,16685.0,159
1063,5050000,71.2,2,3.1,6,45.3,4,13.2,5258.0,103
1065,7700000,96.0,4,2.7,16,64.0,2,15.0,14255.0,61
1066,3990000,35.0,1,2.7,25,15.0,15,10.0,10955.0,18
1067,12900000,158.6,5,3.0,5,125.0,5,25.0,4172.0,499
1068,5000000,46.0,1,2.7,25,24.395655865886305,5,21.604344134113695,14445.0,85
1071,16218000,95.8,3,2.7,5,68.1,2,14.4,1141.0,95
1072,9072000,64.8,2,2.7,9,34.37,2,13.79,5109.0,606
1073,3500000,32.0,1,2.5,5,18.4,2,6.3,11440.0,285
1074,4685000,43.98,1,2.7,25,13.9,10,20.52,18830.0,60
1075,7500000,60.0,2,2.75,21,31.3,16,12.2,14769.0,30
1076,3630000,44.6,2,2.52,5,28.4,3,5.75,15242.0,76
1077,8600000,67.3,2,2.8,25,35.0,9,14.1,9176.0,29
1078,5450000,59.5,3,2.45,9,38.4,6,5.7,16603.0,173
1079,10690000,104.8,3,2.6,15,62.3,6,13.0,16655.0,564
1081,6100000,50.2,1,2.79,9,26.623085314510707,4,23.576914685489296,11876.0,163
1082,4370000,43.0,1,2.7,5,18.5,3,24.5,15228.0,137
1083,3790000,35.0,1,2.6,17,17.0,10,8.6,12984.0,59
1084,15950000,80.0,2,3.0,10,41.0,6,17.0,7954.0,87
1085,75000000,323.0,5,4.0,5,255.7,4,66.0,594.0,259
1086,5901000,52.4,2,2.7,12,27.789834073313962,2,24.610165926686037,12363.0,8
1087,8400000,105.2,4,2.7,5,56.3,2,14.7,4176.0,39
1089,4950000,36.0,1,2.5,14,17.7,2,8.5,7345.0,66
1090,3420000,31.4,1,2.5,9,15.4,5,8.4,14775.0,32
1091,10778000,68.0,2,2.7,13,36.45,9,10.4,6017.0,737
1093,6150000,72.0,3,2.7,9,44.0,8,28.0,14577.0,140
1094,10400000,77.1,3,2.95,8,48.6,2,8.8,5284.0,95
1095,6000000,30.3,1,3.15,19,14.2,5,8.5,4341.0,77
1098,3650000,32.1,1,2.7,7,16.0,1,6.0,8007.0,116
1099,8450000,71.5,3,2.5,13,41.3,3,11.4,11601.0,120
1100,3850000,44.9,2,2.5,5,29.8,1,7.4,12406.0,366
1102,9516000,85.2,3,2.7,4,59.0,3,10.2,20802.0,95
1104,7970000,63.0,3,2.7,5,35.0,3,10.0,743.0,15
1106,3950000,42.0,1,2.7,17,17.0,17,12.0,14843.0,36
1107,6100000,47.0,1,2.8,20,16.0,5,13.0,15486.0,60
1108,4050000,47.0,2,2.7,3,27.6,1,8.6,3400.0,368
1109,34878556,95.8,2,2.7,6,58.3,5,20.0,318.0,1572
1110,5900000,58.0,3,2.7,9,39.7,7,6.0,10048.0,29
1111,4072000,38.0,1,2.7,5,16.0,4,12.0,28018.0,285
1112,6450000,76.1,3,2.95,5,48.1,3,9.1,8126.0,60
1113,15950000,92.0,3,3.2,6,60.0,2,13.2,7579.0,95
1114,4800000,40.0,1,2.7,16,20.0,15,9.0,11470.0,20
1116,3490000,29.0,1,2.5,9,15.379870002406582,6,13.620129997593418,18226.0,280
1117,3520000,48.0,2,2.55,10,30.4,9,6.3,16526.0,164
1118,4500000,37.0,1,2.7,24,19.622592761691156,10,17.377407238308844,16168.0,484
1119,4550000,37.0,1,2.7,25,14.7,14,10.0,15944.0,552
1120,5000000,64.0,2,2.7,19,34.0,1,10.0,11905.0,325
1122,7100000,67.0,2,2.7,16,33.0,12,14.7,13727.0,513
1125,4950000,33.0,1,2.7,9,16.7,7,9.4,12814.0,22
1127,6000000,48.7,1,3.0,6,24.2,6,10.1,2723.0,104
1128,6500000,76.0,3,2.65,16,47.0,2,15.0,12334.0,190
1129,6695000,36.9,1,4.06,5,22.0,2,7.2,2990.0,110
1130,5500000,48.0,2,2.5,14,28.0,11,7.0,16001.0,37
1131,10500000,65.0,1,2.75,20,21.6,15,23.5,10330.0,40
1132,5850000,57.0,2,2.5,8,33.5,8,7.0,16036.0,95
1134,3980000,59.0,3,2.7,5,41.0,5,6.3,11250.0,419
1137,18312000,130.8,3,2.7,9,67.0,8,20.0,6469.0,95
1139,5000000,42.7,1,2.7,14,18.6,5,11.7,12720.0,52
1140,5300000,80.0,3,2.7,16,42.427227592845746,10,37.572772407154254,22545.0,60
1141,7680000,52.3,2,2.7,21,28.1,12,10.5,9092.0,124
1142,4050000,60.0,3,2.7,9,43.0,5,6.0,16666.0,175
1143,8300000,88.3,3,2.94,7,59.1,6,8.0,8919.0,95
1144,3500000,35.0,1,2.9,4,19.6,4,8.0,9649.0,342
1147,3800000,38.0,1,2.5,10,20.0,2,9.0,16970.0,37
1148,8200000,103.5,5,3.3,5,64.8,4,12.0,3621.0,649
1149,4900000,70.5,3,2.7,12,44.5,8,8.4,12285.0,44
1152,5850000,55.0,2,2.5,12,32.0,9,10.0,13168.0,573
1153,7499000,51.7,2,2.6,9,27.418595831876562,3,24.28140416812344,13382.0,60
1155,7000000,38.0,1,3.2,5,26.0,1,12.0,3670.0,95
1159,3290000,40.0,1,2.8,19,18.0,2,12.3,15447.0,114
1160,6500000,54.0,2,2.5,10,35.0,4,8.0,7257.0,95
1161,4400000,45.3,2,2.5,5,30.0,3,6.9,13428.0,636
1163,9206000,79.0,2,2.75,16,40.4,6,12.0,11111.0,191
1164,4290000,59.0,3,2.55,9,43.9,2,6.1,11393.0,142
1167,13950000,100.0,4,2.7,3,70.0,2,11.0,2256.0,66
1168,5000000,62.1,3,3.0,6,42.0,2,8.7,4969.0,119
1169,7250000,93.0,3,3.1,3,57.5,3,10.5,2802.0,79
1170,12500000,114.2,5,3.5,2,79.3,1,34.900000000000006,4362.0,69
1171,7800000,62.6,2,2.7,17,39.5,15,10.0,12100.0,20
1173,3240000,29.0,0,2.7,24,17.0,2,12.0,16293.0,13
1174,3900000,32.0,0,2.7,24,18.0,2,14.0,8409.0,540
1176,4100000,45.0,2,2.5,5,30.0,4,7.1,13621.0,347
1178,5690000,65.0,3,2.7,14,44.0,7,8.0,15340.0,299
1179,5600000,63.0,3,2.6,9,33.411441729366025,4,7.0,16763.0,64
1180,7300000,60.0,2,2.7,25,29.0,16,11.0,13222.0,55
1181,5900000,57.0,2,2.54,14,24.9,4,16.0,11725.0,64
1182,5800000,33.6,1,3.7,7,22.8,4,6.6,208.0,167
1185,6650000,70.0,3,2.55,9,41.0,8,8.3,21258.0,396
1186,7800000,72.0,3,3.8,4,49.2,4,8.87,1921.0,49
1187,25000000,201.0,5,3.5,6,131.0,4,35.0,5458.0,1117
1188,118000000,290.6,6,3.82,6,188.7,3,22.0,6224.0,316
1190,7200000,67.0,2,2.75,4,27.2,4,11.8,4465.0,51
1191,5200000,60.2,3,2.65,9,31.926488763616423,4,6.5,15134.0,95
1192,12000000,77.6,2,3.54,3,46.64,3,11.4,4054.0,95
1193,3040000,33.0,1,2.7,12,18.0,9,6.2,16312.0,64
1194,2520000,22.7,1,2.7,14,13.5,5,9.2,11907.0,7
1195,4250000,45.0,2,2.6,5,27.0,3,7.0,11628.0,33
1199,7850000,66.5,2,2.7,15,40.0,9,10.4,9436.0,335
1200,8700000,65.0,2,2.8,24,38.0,8,12.0,12689.0,39
1202,4300000,38.7,1,2.5,5,22.1,2,8.0,10017.0,30
1203,9799000,69.3,2,2.77,22,38.2,17,13.2,12890.0,86
1206,7490000,83.0,3,2.55,10,48.0,8,11.0,18283.0,71
1207,7300000,70.2,2,2.77,16,38.0,12,11.0,11936.0,553
1208,3650000,31.3,1,2.5,9,15.8,7,8.1,14274.0,95
